Long/Lat,Job Number,Job Name,City-County,St-Prov,FRLA Plans?,Date range,Project Type,Icon,Archival records,Images
"42.312338,-71.281786",10409,"Ober, Mr. & Mrs. Frederick C.",Durham,New Hampshire,1,1972,07 Private Estate & Homesteads,purple_circle,,
"42.314417,-71.093774",03294,"Gallagher, Charles T.",Boston,Massachusetts,1,1919,07 Private Estate & Homesteads,purple_circle,,
"42.314457,-71.131121",02285,"Bemis, John W.",Brookline,Massachusetts,1,1896,07 Private Estate & Homesteads,purple_circle,,
"42.318031,-71.140417",10398,"Rogers, Mr. & Mrs. E.W.",Brookline,Massachusetts,1,1972,07 Private Estate & Homesteads,purple_circle,,
"42.322874,-71.140187",07703,"Almy, William",Brookline,Massachusetts,1,1909,07 Private Estate & Homesteads,purple_circle,,
"42.323254,-71.15083",07296,"Cabot, Henry B.",Brookline,Massachusetts,1,1924,07 Private Estate & Homesteads,purple_circle,,
"42.323405,-71.135155",10339,"Merrill, Dr. and Mrs. Keith Jr.",Brookline,Massachusetts,1,1970,07 Private Estate & Homesteads,purple_circle,,
"42.324609,-71.128632",09645,"Tripp, W. V.",Brookline,Massachusetts,1,1937,07 Private Estate & Homesteads,purple_circle,,
"42.32546,-71.131368",02237,"Welch, Francis W.",Brookline,Massachusetts,1,1900,07 Private Estate & Homesteads,purple_circle,,
"42.325563,-71.134248",01364,"Paine, L.C.",Brookline,Massachusetts,1,1893,07 Private Estate & Homesteads,purple_circle,,
"42.328299,-71.137784",02392,"Willetts, George F.",Brookline,Massachusetts,1,1903,07 Private Estate & Homesteads,purple_circle,,
"42.328981,-71.243607",10272,"Brisker, Mr. and Mrs. Robert",Waban,Massachusetts,1,1969,07 Private Estate & Homesteads,purple_circle,,
"42.329181,-71.156743",10223,"Buell, Mr. and Mrs. George",Brookline,Massachusetts,1,1967,07 Private Estate & Homesteads,purple_circle,,
"42.329711,-71.121055",09808,"Burrage, Walter S.",Brookline,Massachusetts,1,1948,07 Private Estate & Homesteads,purple_circle,,
"42.330734,-71.219285",10495,"Gertman, Mr. & Mrs. Myron S.",Waban,Massachusetts,1,1975,07 Private Estate & Homesteads,purple_circle,,
"42.332035,-71.123568",03044,"Rutan, C. H.",Brookline,Massachusetts,1,1905,07 Private Estate & Homesteads,purple_circle,,
"42.333978,-71.126229",02953,"Davis, Mary S.",Brookline,Massachusetts,1,1899,07 Private Estate & Homesteads,purple_circle,,
"42.334902,-71.132717",10303,"Chasdi, Mr. and Mrs. Simon",Brookline,Massachusetts,1,1969,07 Private Estate & Homesteads,purple_circle,,
"42.335255,-71.186546",02289,"Parker, W. E.",Newton Centre,Massachusetts,1,1902,07 Private Estate & Homesteads,purple_circle,,
"42.338689,-71.190366",12509,"Ward, John & George",Newton,Massachusetts,1,1890; 1893,07 Private Estate & Homesteads,purple_circle,,
"42.353398,-71.192801",10235,"Briskin, Mr. and Mrs. Gerald",Newton,Massachusetts,1,1967,07 Private Estate & Homesteads,purple_circle,,
"42.375619,-71.12728",10102,"Luther, Willard",Cambridge,Massachusetts,1,1959,07 Private Estate & Homesteads,purple_circle,,
"42.37802,-71.107555",03010,"Norton, Grace Miss",Cambridge,Massachusetts,1,1914,07 Private Estate & Homesteads,purple_circle,,
"42.378947,-71.299403",10422,"Wright, Mrs. Thruston Jr.",Weston,Massachusetts,1,1974,07 Private Estate & Homesteads,purple_circle,,
"42.382894,-71.129015",07470,"Hart, J. G.",Cambridge,Massachusetts,1,1926,07 Private Estate & Homesteads,purple_circle,,
"42.384808,-71.123192",01805,"Mellen, J. A.",Cambridge,Massachusetts,1,1895,07 Private Estate & Homesteads,purple_circle,,
"42.385985,-71.229322",01348,"Sears, P. H.",Weston,Massachusetts,1,1893,07 Private Estate & Homesteads,purple_circle,,
"42.386773,-71.176158",10300,"MacDonald, Mr. and Mrs. Samuel",Belmont,Massachusetts,1,1969,07 Private Estate & Homesteads,purple_circle,,
"42.432647,-71.211056",03080,"Tower, A. L. Miss",Lexington,Massachusetts,1,1905,07 Private Estate & Homesteads,purple_circle,,
"42.492572,-71.281628",10142,"Henkels, M. M. Mrs.",Bedford,Massachusetts,1,1962,07 Private Estate & Homesteads,purple_circle,,
"42.498766,-70.837298",01433,"Burlen, L.W.",Marblehead,Massachusetts,1,1894,07 Private Estate & Homesteads,purple_circle,,
"42.558122,-70.821154",00682,"Kidder, H.P.",Prides Crossing,Massachusetts,1,1884,07 Private Estate & Homesteads,purple_circle,,
"42.634774,-71.328043",00632,Bent,Lowell,Massachusetts,1,1893,07 Private Estate & Homesteads,purple_circle,,
"42.641727, -73.759743",06363,Schuyler Mansion,Albany,New York,1,1917,07 Private Estate & Homesteads,purple_circle,,
"43.04813,-76.145232",12407,"White, H.S. (40/7)",Syracuse,New York,1,1891,07 Private Estate & Homesteads,purple_circle,,
"43.340692,-70.527377",03697,"Parsons, L. Miss",Kennebunk,Maine,1,1909,07 Private Estate & Homesteads,purple_circle,,
"43.681513,-79.41081",00051,"Pellatt, H. M. Col.",Toronto,Ontario,1,N.D.,07 Private Estate & Homesteads,purple_circle,,
"45.528498,-122.690447",02632,"Ayer, W. B.",Portland,Oregon,1,1903,07 Private Estate & Homesteads,purple_circle,,
"46.485411,-87.659703",02225,"Mather, W. G.",Ishpeming,Michigan,1,1899,07 Private Estate & Homesteads,purple_circle,,
"46.810965,-92.063665",05878,"Merrill, Thomas D.",Duluth,Minnesota,1,1913,07 Private Estate & Homesteads,purple_circle,,
"46.823138,-92.052341",03632,"Hartley, G. G.",Duluth,Minnesota,1,1909-1910,07 Private Estate & Homesteads,purple_circle,,
"47.578353,-122.284822",05095,"Force, Ridgely",Seattle,Washington,1,1911,07 Private Estate & Homesteads,purple_circle,,
"47.63501,-117.398604",04085,"Galland, S.",Spokane,Washington,1,1910,07 Private Estate & Homesteads,purple_circle,,
"47.646945,-117.420588",04074,"Williamson, V. D.",Spokane,Washington,1,1909,07 Private Estate & Homesteads,purple_circle,,
"47.647812,-117.42681",03587,"Coman, T. E.",Spokane,Washington,1,1908-1909,07 Private Estate & Homesteads,purple_circle,,
"47.672735,-117.445135",03360,"Richards, J. P. M.",Spokane,Washington,1,1907,07 Private Estate & Homesteads,purple_circle,,
"47.782164,-117.493865",03550,"White, A. L. Mrs. Ranch",Spokane,Washington,1,1907-1908,07 Private Estate & Homesteads,purple_circle,,
"51.497155,-0.158969",01017,Cadogan Estates,London,,1,N.D.,07 Private Estate & Homesteads,purple_circle,,https://www.flickr.com/photos/olmsted_archives/sets/72157630955022256/
To Be Determined,03293,"Hughes, E. L.",Louisville,Kentucky,1,1907,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,07053,"Clancy, J. M.",Louisville,Kentucky,1,1922,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,03537,"Hanna, Marcus Mrs.",Seal Harbor,Maine,1,1908,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,09498,"Wales, Arvine Mrs.",Northport,Maine,1,1937,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,10617,"Hopkins, Mrs. D. Luke",Northeast Harbor,Maine,1,1978,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,03635,"Gallagher, W. S.",Somerville,Massachusetts,1,1909,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,10103,"Simonds, Mr. and Mrs. William",Sharon,Massachusetts,1,1959,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,00096,"Thayer, William F.",Concord,New Hampshire,1,1899,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,10018,"MacFarland, D.",Rye,New Hampshire,1,1955,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,01722,"Locke, F. D.",East Aurora,New York,1,1896,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,01778,"Rogers, W. S.",Garrison,New York,1,1895,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,06402,"Gerry, Angelica",Lake Delaware,New York,1,1916,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,09786,"Pittman, J. D.",Birmingham,Alabama,1,1947,07 Private Estate & Homesteads,purple_circle,,
,02998,"Dunham, Edward K.",Cromwell,Connecticut,1,1904,07 Private Estate & Homesteads,purple_circle,,
,07271,"Heminway, H. H.",Watertown,Connecticut,1,1924,07 Private Estate & Homesteads,purple_circle,,
,09071,"English, Edwin H.",Watertown,Connecticut,1,1929,07 Private Estate & Homesteads,purple_circle,,
,03358,"Lothrop, A. M.",Washington,DC,1,1909,07 Private Estate & Homesteads,purple_circle,,
,07849,"Gillett, D. C.",Tampa,Florida,1,1927,07 Private Estate & Homesteads,purple_circle,,
,05093,"Gross, S. E.",Chicago,Illinois,1,1907; 1911,07 Private Estate & Homesteads,purple_circle,,
,03088,"Barr, J. W.",Louisville,Kentucky,1,1905,07 Private Estate & Homesteads,purple_circle,,
,09564,"Reynolds, C. K.",Louisville,Kentucky,1,1938,07 Private Estate & Homesteads,purple_circle,,
,02960,"Fay, Lucy A.",Kennebunkport,Maine,1,1904,07 Private Estate & Homesteads,purple_circle,,
,03746,"Gross, Alfred",York,Maine,1,1912,07 Private Estate & Homesteads,purple_circle,,
,06654,"Norton, Charles D.",Pulpit Harbor,Maine,1,1919,07 Private Estate & Homesteads,purple_circle,,
,09806,"Thompson, Nathan",Yarmouth,Maine,1,1948,07 Private Estate & Homesteads,purple_circle,,
"41.561739,-70.53283",00053,"Bryant, Henry",Cotuit,Massachusetts,1,1893,07 Private Estate & Homesteads,purple_circle,,
,01133,"Cross, A. J.",Fitchburg,Massachusetts,1,1889,07 Private Estate & Homesteads,purple_circle,,
,01366,"Mead, E. S.",Southampton,New York,1,1893,07 Private Estate & Homesteads,purple_circle,,
,02387,"Bullard, Harold",Dedham,Massachusetts,1,1901,07 Private Estate & Homesteads,purple_circle,,
,06415,"Maxwell, G. H.",Hull,Massachusetts,1,1916,07 Private Estate & Homesteads,purple_circle,,
,09355,"Cruttenden, Walter B. Mrs.",Longmeadow,Massachusetts,1,1934,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,09901,"Carroll, Paul T.",Barre,Massachusetts,1,1951,07 Private Estate & Homesteads,purple_circle,,
,10271,"Thurmond, Mr. and Mrs. G. Bruce",Lincoln,Massachusetts,1,1969,07 Private Estate & Homesteads,purple_circle,,
"39.732348,-84.182042",02220,"Patterson, R. Sr.",Dayton,Ohio,1,1899,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,05763,"Smith, F. H.",Dayton,Ohio,1,1907,07 Private Estate & Homesteads,purple_circle,,
"39.960774,-82.977591",05936,"Leonard, William V.",Columbus,Ohio,1,1913,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,06009,"Crane, J. H. Mrs.",Dayton,Ohio,1,1914,07 Private Estate & Homesteads,purple_circle,,
"41.661603,-83.559413",06369,"Dunn, H. T.",Toledo,Ohio,1,1916,07 Private Estate & Homesteads,purple_circle,,
"39.774291,-84.202246",06382,"Perrine, M. Miss",Dayton,Ohio,1,1917,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,07055,"Huffman, Horace M. - Home Place",Dayton,Ohio,1,1922,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,07056,"Coolidge, J. B.",Dayton,Ohio,1,1922,07 Private Estate & Homesteads,purple_circle,,
"41.591054,-83.586388",07323,"MacNichol, G. P. Dr.",Toledo,Ohio,1,1924,07 Private Estate & Homesteads,purple_circle,,
"41.482368,-81.554352",07692,"Halle, Salmon P.",Shaker Heights,Ohio,1,1920-1926,07 Private Estate & Homesteads,purple_circle,,
"41.56725,-83.616584",09090,"Lewis, Frank S.",Perrysburg,Ohio,1,1929,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,07877,"Gundy, J. H.",Toronto,Ontario,1,1927,07 Private Estate & Homesteads,purple_circle,,
"45.47861,-122.637942",03226,"Ladd, W. M.",Portland,Oregon,1,1902,07 Private Estate & Homesteads,purple_circle,,
"45.43481,-122.659907",08074,"Squires, Cameron",Portland,Oregon,1,1926,07 Private Estate & Homesteads,purple_circle,,
"39.990503,-75.265265",02999,"Simpson, W. P.",Overbrook,Pennsylvania,1,1904,07 Private Estate & Homesteads,purple_circle,,
"39.9998,-75.242117",03637,"Wanamaker, William H. Jr.",Merion,Pennsylvania,1,1910,07 Private Estate & Homesteads,purple_circle,,
"40.036864,-75.47479",06045,"Roberts, Edward",Paoli,Pennsylvania,1,1914,07 Private Estate & Homesteads,purple_circle,,
"40.329845,-75.960224",06865,"Thun, Ferdinand",Wyomissing,Pennsylvania,1,1924,07 Private Estate & Homesteads,purple_circle,,
"39.95903,-76.738258",07244,"Hoober, John A.",York,Pennsylvania,1,1923,07 Private Estate & Homesteads,purple_circle,,
"40.078777,-75.245597",07773,"Ballard, Ellis Ames",Chestnut Hill,Pennsylvania,1,1925-1927,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,12510,"Fielding, Mantle",Chestnut Hill,Pennsylvania,1,1897,07 Private Estate & Homesteads,purple_circle,,
"41.829937,-71.396247",06556,"Gladding, John R.",Providence,Rhode Island,1,1917,07 Private Estate & Homesteads,purple_circle,,
"41.727458,-71.330978",09322,"Coats, A. M.",Nayatt,Rhode Island,1,1932,07 Private Estate & Homesteads,purple_circle,,
"44.462834,-73.204287",07397,"Cowles, Clarence P.",Burlington,Vermont,1,1925,07 Private Estate & Homesteads,purple_circle,,
"38.172337, -79.055608",07129,"Grasty, J. H. C.",Staunton,Virginia,1,1923,03 Subdivisions & Suburban Communities,target,,
"38.168654, -79.059773",07699,"Woodward, Edward",Staunton,Virginia,1,1923-1926,03 Subdivisions & Suburban Communities,target,,
To Be Determined,03872,"Hamm, David",Seattle,Washington,1,1910,07 Private Estate & Homesteads,purple_circle,,
"40.471306,-79.951458",00039,Allegheny Cemetery,Allegheny,Pennsylvania,1,1901,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
"41.172823,-73.221785",06210,Mountain Grove Cemetery Association,Bridgeport,Connecticut,1,1915,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
"42.04995,-72.580023",09919,Burbank Cemetery,Longmeadow,Massachusetts,1,1951,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
"42.111309,-70.939686",05173,"Arnold, Moses N.",Abington,Massachusetts,1,1911,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
"42.420588,-71.06715",01718,Malden Soldiers & Sailors Monument,Malden,Massachusetts,1,1907,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
"42.52591,-70.927262",06623,Peabody Institute,Peabody,Massachusetts,1,1918,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
"43.230071,-70.804498",01423,Fogg Memorial,South Berwick,Maine,1,1894,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
"47.6573,-117.431778",05502,Bolster Memorial,Spokane,Washington,1,1912,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
"47.66111,-117.46376",05813,Riverside Park Company,Spokane,Washington,1,1913,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
"47.712794,-122.346454",06773,Evergreen Cemetery Company,Seattle,Washington,1,1921,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
"41.163495,-73.273224",06411,Jennings Cemetery Lot,Fairfield,Connecticut,1,1916,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
"41.785275,-73.125365",07690,"Turner, L. G. Cemetery Lot",Torrington,Connecticut,1,1927,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
To Be Determined,09799,"Reid, W. R. Cemetery Lot",Torrington,Connecticut,1,1947,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
To Be Determined,09003,"Downing, Charles Cemetery Lot",Augusta,Maine,1,1928,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
To Be Determined,01344,"Van Brunt, Mrs. Charles",Boston,Massachusetts,1,1893,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
"42.049763,-71.020937",03041,"Holland, Charles P. - Cemetery",Brockton,Massachusetts,1,1902; 1905,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
"42.242057,-70.885796",12503,Hingham Cemetery,Hingham,Massachusetts,1,N.D.,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
"42.59332,-71.014642",06141,Middleton Cemetery,Middleton,Massachusetts,1,N.D.,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
"41.512803,-81.59009",06086,Hanna Mausoleum,Cleveland,Ohio,1,1911,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
"43.741004,-87.791782",09998,"Kohler, J. M. Cemetery Lot",Kohler,Wisconsin,1,1955,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
"35.397114,-81.201389",02380,High Shoals Cotton Mills,High Shoals,North Carolina,1,1902,09 Grounds of Commercial & Industrial Buildings,factory,,
"39.094031,-84.519185",02042,Lane & Bodley,Cincinnati,Ohio,1,1897,09 Grounds of Commercial & Industrial Buildings,factory,,
"39.886986,-74.91354",10155,"Wiley Mission, Inc.",Marlton,New Jersey,1,1957,09 Grounds of Commercial & Industrial Buildings,factory,,
"40.328921,-75.942457",09257,Wyomissing Sewage Disposal Plant,Wyomissing,Pennsylvania,1,1931,09 Grounds of Commercial & Industrial Buildings,factory,,
"41.490727,-71.317304",01825,Newport Railroad Station Grounds,Newport,Rhode Island,1,1914,09 Grounds of Commercial & Industrial Buildings,factory,,
"42.418451,-71.071351",03320,Cuticura Soap Factory,Malden,Massachusetts,1,1907,09 Grounds of Commercial & Industrial Buildings,factory,,
"42.471939,-73.165448",07102,"Sawyer, Regan Company Mill",Dalton,Massachusetts,1,1922,09 Grounds of Commercial & Industrial Buildings,factory,,
"42.481941,-73.246472",02396,Pittsfield Street Railroad Company,Pittsfield,Massachusetts,1,1901,09 Grounds of Commercial & Industrial Buildings,factory,,
"47.658306,-117.427754",03734,Western Union Life Insurance Company,Spokane,Washington,1,1909,09 Grounds of Commercial & Industrial Buildings,factory,,
To Be Determined,09871,Securities Co.,Kingsport,Tennessee,1,1950,09 Grounds of Commercial & Industrial Buildings,factory,,
"32.380958,-64.680848",07250,Saint George Hotel,St. Georges,,1,1923,"10 Country Clubs, Resorts, Hotels, Clubs",golf,,
"42.039859,-72.568517",07301,Longmeadow Country Club,Longmeadow,Massachusetts,1,1924,"10 Country Clubs, Resorts, Hotels, Clubs",golf,,
"43.081176,-73.786454",00602,U. S. Hotel,Saratoga,New York,1,1874,"10 Country Clubs, Resorts, Hotels, Clubs",golf,,
"44.286042,-73.988478",06344,Grand View Hotel,Lake Placid,New York,1,1911; 1916,"10 Country Clubs, Resorts, Hotels, Clubs",golf,,
"44.310246,-69.779953",07512,Augusta House,Augusta,Maine,1,1925,"10 Country Clubs, Resorts, Hotels, Clubs",golf,,
"44.870287,-71.310883",05266,Dixville Notch,Dixville Notch,New Hampshire,1,1911,"10 Country Clubs, Resorts, Hotels, Clubs",golf,,
"38.040098,-84.489949",09597,Lexington Second Presbyterian Church,Lexington,Kentucky,1,1940,11 Grounds of Churches,library,,
